tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,damage
273,sensor,19.040,0.037085,-10.367,0.020327,0.000000,0.198224,0.020625,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.124219,-0.035156,-0.159375,0.202344,0.691667,6,21.877,21.877,240.000,240.000,255.000,0.000000,1.422063,0.000
274,sensor,18.293,0.041160,-18.913,0.037085,0.600000,0.000000,0.019570,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.122656,-0.035937,-0.158594,0.200977,0.696094,6,22.050,22.050,240.000,240.000,255.000,0.000000,1.543302,0.000
275,sensor,18.874,0.014406,-20.992,0.041160,0.480796,0.000000,0.004805,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.121094,-0.057813,-0.178906,0.184570,0.712240,6,22.488,22.488,240.000,240.000,255.000,0.000000,1.054506,0.000
276,sensor,19.802,0.000000,-7.347,0.014406,0.000000,0.073963,0.004805,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.121094,-0.057813,-0.178906,0.184570,0.712240,6,22.488,22.488,240.000,240.000,255.000,0.000000,3.007562,0.000
277,sensor,19.196,0.000000,0.000,0.000000,0.600000,0.000000,0.009336,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,-0.050000,-0.169531,0.154492,0.715625,6,25.401,25.401,240.000,240.000,255.000,0.000000,0.442338,0.000
278,sensor,19.917,0.000000,0.000,0.000000,0.000000,0.000000,0.003242,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,-0.059375,-0.178906,0.195508,0.712500,6,21.709,21.709,240.000,240.000,255.000,0.000000,1.178102,0.000
279,sensor,19.935,0.000000,0.000,0.000000,0.600000,0.000000,0.009570,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.118750,-0.049219,-0.167969,0.176367,0.717969,6,23.666,23.666,240.000,240.000,255.000,0.000000,1.565583,0.000
280,sensor,20.742,0.000000,0.000,0.000000,0.026812,0.000000,0.009570,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.118750,-0.049219,-0.167969,0.176367,0.717969,6,23.666,23.666,240.000,240.000,255.000,0.000000,0.747113,0.000
281,sensor,20.597,0.001406,0.000,0.000000,0.000000,0.000000,0.009844,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,-0.049219,-0.168750,0.191406,0.721354,6,22.433,22.433,240.000,240.000,255.000,0.000000,1.600585,0.000
282,sensor,20.468,-0.057338,-0.717,0.001406,0.600000,0.000000,-0.011992,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,-0.082813,-0.202344,0.140820,0.713802,6,24.336,24.336,240.000,240.000,255.000,0.000000,1.313762,0.000
283,sensor,21.251,0.067273,14.817,-0.031727,0.000000,0.325105,0.184531,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,0.219531,0.100000,-0.369141,0.614323,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.663046,0.000
284,sensor,19.408,0.110888,-9.711,0.022347,0.000000,0.000000,0.184531,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,0.219531,0.100000,-0.369141,0.614323,6,18.000,18.000,240.000,240.000,255.000,0.000000,2.067670,0.000
285,sensor,19.872,-0.129112,-27.248,0.056544,0.600000,0.000000,-0.042695,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.120313,-0.130469,-0.250781,0.064258,0.694792,6,26.835,26.835,240.000,240.000,255.000,0.000000,1.340447,0.000
286,sensor,20.473,-0.148732,8.401,-0.020948,0.600000,0.000000,-0.020117,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.119531,-0.095312,-0.214844,0.099805,0.673958,6,26.827,26.827,240.000,240.000,255.000,0.000000,1.657631,0.000
287,sensor,21.592,-0.031470,30.578,-0.064092,0.000000,0.359155,-0.039180,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.118750,-0.124219,-0.242969,0.416992,0.658073,6,18.000,18.000,240.000,240.000,255.000,0.000000,3.630573,0.000
288,sensor,19.579,0.009572,16.049,-0.031469,0.000000,0.000000,-0.039180,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.118750,-0.124219,-0.242969,0.416992,0.658073,6,18.000,18.000,240.000,240.000,255.000,0.000000,3.059157,0.000
