tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,damage
81,ai,65.559,0.000000,27.298,-0.065886,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
82,ai,65.509,0.000000,27.197,-0.065667,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
83,ai,65.647,0.000000,27.098,-0.065564,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
84,ai,65.615,0.000000,27.063,-0.065325,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
85,ai,65.362,0.000000,27.009,-0.065230,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
86,ai,65.583,0.000000,27.007,-0.065258,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
87,ai,65.555,0.000000,27.046,-0.065316,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
88,ai,65.600,0.000000,27.152,-0.065600,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
89,ai,65.677,0.000000,27.244,-0.065818,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
90,ai,65.675,0.000000,27.344,-0.066062,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
91,ai,65.635,0.000000,27.451,-0.066538,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
92,ai,65.604,0.000000,27.664,-0.066837,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
93,ai,65.692,0.000000,27.807,-0.067210,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
94,ai,65.627,0.000000,27.984,-0.067602,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,70.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000
